,Month,Month Code,County,County Code,Deaths,latitude,longitude
622,"Oct., 2009",2009/10,"Franklin County, OH",39049,12,40.0283162,-83.0076657
687,"Mar., 2010",2010/03,"Franklin County, OH",39049,13,40.0283162,-83.0076657
707,"Apr., 2010",2010/04,"Franklin County, OH",39049,13,40.0283162,-83.0076657
755,"Jul., 2010",2010/07,"Franklin County, OH",39049,10,40.0283162,-83.0076657
904,"May, 2011",2011/05,"Franklin County, OH",39049,12,40.0283162,-83.0076657
975,"Sep., 2011",2011/09,"Franklin County, OH",39049,10,40.0283162,-83.0076657
1069,"Apr., 2012",2012/04,"Franklin County, OH",39049,12,40.0283162,-83.0076657
1087,"May, 2012",2012/05,"Franklin County, OH",39049,12,40.0283162,-83.0076657
1125,"Jul., 2012",2012/07,"Franklin County, OH",39049,13,40.0283162,-83.0076657
1317,"Jul., 2013",2013/07,"Franklin County, OH",39049,15,40.0283162,-83.0076657
1385,"Nov., 2013",2013/11,"Franklin County, OH",39049,13,40.0283162,-83.0076657
1468,"May, 2014",2014/05,"Franklin County, OH",39049,12,40.0283162,-83.0076657
1551,"Oct., 2014",2014/10,"Franklin County, OH",39049,11,40.0283162,-83.0076657
1601,"Jan., 2015",2015/01,"Franklin County, OH",39049,10,40.0283162,-83.0076657
1689,"Jun., 2015",2015/06,"Franklin County, OH",39049,12,40.0283162,-83.0076657
1745,"Aug., 2015",2015/08,"Franklin County, OH",39049,10,40.0283162,-83.0076657
1838,"Dec., 2015",2015/12,"Franklin County, OH",39049,10,40.0283162,-83.0076657
1956,"Jun., 2016",2016/06,"Franklin County, OH",39049,11,40.0283162,-83.0076657
2039,"Sep., 2016",2016/09,"Franklin County, OH",39049,11,40.0283162,-83.0076657
2063,"Oct., 2016",2016/10,"Franklin County, OH",39049,10,40.0283162,-83.0076657
2115,"Dec., 2016",2016/12,"Franklin County, OH",39049,13,40.0283162,-83.0076657
140,"Aug., 2007",2007/08,"Fresno County, CA",6019,11,36.6713502,-119.8155355
1094,"Jun., 2012",2012/06,"Fresno County, CA",6019,13,36.6713502,-119.8155355
1152,"Sep., 2012",2012/09,"Fresno County, CA",6019,10,36.6713502,-119.8155355
1846,"Jan., 2016",2016/01,"Fresno County, CA",6019,14,36.6713502,-119.8155355
58,"Apr., 2007",2007/04,"Fulton County, GA",13121,14,34.0580391,-84.2961283
101,"Jun., 2007",2007/06,"Fulton County, GA",13121,12,34.0580391,-84.2961283
121,"Jul., 2007",2007/07,"Fulton County, GA",13121,17,34.0580391,-84.2961283
147,"Aug., 2007",2007/08,"Fulton County, GA",13121,13,34.0580391,-84.2961283
168,"Sep., 2007",2007/09,"Fulton County, GA",13121,12,34.0580391,-84.2961283
211,"Nov., 2007",2007/11,"Fulton County, GA",13121,12,34.0580391,-84.2961283
278,"Mar., 2008",2008/03,"Fulton County, GA",13121,10,34.0580391,-84.2961283
317,"May, 2008",2008/05,"Fulton County, GA",13121,12,34.0580391,-84.2961283
359,"Jul., 2008",2008/07,"Fulton County, GA",13121,13,34.0580391,-84.2961283
421,"Oct., 2008",2008/10,"Fulton County, GA",13121,11,34.0580391,-84.2961283
459,"Dec., 2008",2008/12,"Fulton County, GA",13121,11,34.0580391,-84.2961283
546,"Jun., 2009",2009/06,"Fulton County, GA",13121,11,34.0580391,-84.2961283
566,"Jul., 2009",2009/07,"Fulton County, GA",13121,14,34.0580391,-84.2961283
645,"Dec., 2009",2009/12,"Fulton County, GA",13121,12,34.0580391,-84.2961283
698,"Apr., 2010",2010/04,"Fulton County, GA",13121,10,34.0580391,-84.2961283
729,"Jun., 2010",2010/06,"Fulton County, GA",13121,11,34.0580391,-84.2961283
799,"Oct., 2010",2010/10,"Fulton County, GA",13121,12,34.0580391,-84.2961283
868,"Mar., 2011",2011/03,"Fulton County, GA",13121,10,34.0580391,-84.2961283
913,"Jun., 2011",2011/06,"Fulton County, GA",13121,15,34.0580391,-84.2961283
1051,"Mar., 2012",2012/03,"Fulton County, GA",13121,10,34.0580391,-84.2961283
1188,"Nov., 2012",2012/11,"Fulton County, GA",13121,14,34.0580391,-84.2961283
1205,"Dec., 2012",2012/12,"Fulton County, GA",13121,13,34.0580391,-84.2961283
1362,"Oct., 2013",2013/10,"Fulton County, GA",13121,10,34.0580391,-84.2961283
1379,"Nov., 2013",2013/11,"Fulton County, GA",13121,10,34.0580391,-84.2961283
1480,"Jun., 2014",2014/06,"Fulton County, GA",13121,12,34.0580391,-84.2961283
1525,"Sep., 2014",2014/09,"Fulton County, GA",13121,13,34.0580391,-84.2961283
1558,"Nov., 2014",2014/11,"Fulton County, GA",13121,16,34.0580391,-84.2961283
1657,"May, 2015",2015/05,"Fulton County, GA",13121,10,34.0580391,-84.2961283
1704,"Jul., 2015",2015/07,"Fulton County, GA",13121,15,34.0580391,-84.2961283
1784,"Oct., 2015",2015/10,"Fulton County, GA",13121,10,34.0580391,-84.2961283
1850,"Jan., 2016",2016/01,"Fulton County, GA",13121,14,34.0580391,-84.2961283
1900,"Apr., 2016",2016/04,"Fulton County, GA",13121,11,34.0580391,-84.2961283
1919,"May, 2016",2016/05,"Fulton County, GA",13121,10,34.0580391,-84.2961283
1946,"Jun., 2016",2016/06,"Fulton County, GA",13121,14,34.0580391,-84.2961283
1973,"Jul., 2016",2016/07,"Fulton County, GA",13121,10,34.0580391,-84.2961283
1998,"Aug., 2016",2016/08,"Fulton County, GA",13121,15,34.0580391,-84.2961283
2027,"Sep., 2016",2016/09,"Fulton County, GA",13121,10,34.0580391,-84.2961283
2053,"Oct., 2016",2016/10,"Fulton County, GA",13121,13,34.0580391,-84.2961283
2078,"Nov., 2016",2016/11,"Fulton County, GA",13121,13,34.0580391,-84.2961283
2104,"Dec., 2016",2016/12,"Fulton County, GA",13121,11,34.0580391,-84.2961283
950,"Aug., 2011",2011/08,"Genesee County, MI",26049,10,43.0220032,-83.7274305
1025,"Jan., 2012",2012/01,"Genesee County, MI",26049,10,43.0220032,-83.7274305
1739,"Aug., 2015",2015/08,"Genesee County, MI",26049,13,43.0220032,-83.7274305
156,"Aug., 2007",2007/08,"Hamilton County, OH",39061,11,39.2085354,-84.5501874
448,"Nov., 2008",2008/11,"Hamilton County, OH",39061,10,39.2085354,-84.5501874
688,"Mar., 2010",2010/03,"Hamilton County, OH",39061,11,39.2085354,-84.5501874
739,"Jun., 2010",2010/06,"Hamilton County, OH",39061,10,39.2085354,-84.5501874
1386,"Nov., 2013",2013/11,"Hamilton County, OH",39061,10,39.2085354,-84.5501874
1469,"May, 2014",2014/05,"Hamilton County, OH",39061,10,39.2085354,-84.5501874
1690,"Jun., 2015",2015/06,"Hamilton County, OH",39061,12,39.2085354,-84.5501874
1794,"Oct., 2015",2015/10,"Hamilton County, OH",39061,13,39.2085354,-84.5501874
19,"Jan., 2007",2007/01,"Harris County, TX",48201,27,29.8119769,-95.3741247
35,"Feb., 2007",2007/02,"Harris County, TX",48201,20,29.8119769,-95.3741247
51,"Mar., 2007",2007/03,"Harris County, TX",48201,31,29.8119769,-95.3741247
70,"Apr., 2007",2007/04,"Harris County, TX",48201,23,29.8119769,-95.3741247
91,"May, 2007",2007/05,"Harris County, TX",48201,28,29.8119769,-95.3741247
111,"Jun., 2007",2007/06,"Harris County, TX",48201,17,29.8119769,-95.3741247
136,"Jul., 2007",2007/07,"Harris County, TX",48201,33,29.8119769,-95.3741247
160,"Aug., 2007",2007/08,"Harris County, TX",48201,31,29.8119769,-95.3741247
180,"Sep., 2007",2007/09,"Harris County, TX",48201,23,29.8119769,-95.3741247
199,"Oct., 2007",2007/10,"Harris County, TX",48201,27,29.8119769,-95.3741247
223,"Nov., 2007",2007/11,"Harris County, TX",48201,26,29.8119769,-95.3741247
242,"Dec., 2007",2007/12,"Harris County, TX",48201,30,29.8119769,-95.3741247
258,"Jan., 2008",2008/01,"Harris County, TX",48201,19,29.8119769,-95.3741247
272,"Feb., 2008",2008/02,"Harris County, TX",48201,25,29.8119769,-95.3741247
289,"Mar., 2008",2008/03,"Harris County, TX",48201,22,29.8119769,-95.3741247
308,"Apr., 2008",2008/04,"Harris County, TX",48201,34,29.8119769,-95.3741247
329,"May, 2008",2008/05,"Harris County, TX",48201,17,29.8119769,-95.3741247
351,"Jun., 2008",2008/06,"Harris County, TX",48201,32,29.8119769,-95.3741247
371,"Jul., 2008",2008/07,"Harris County, TX",48201,24,29.8119769,-95.3741247
390,"Aug., 2008",2008/08,"Harris County, TX",48201,27,29.8119769,-95.3741247
411,"Sep., 2008",2008/09,"Harris County, TX",48201,23,29.8119769,-95.3741247
434,"Oct., 2008",2008/10,"Harris County, TX",48201,22,29.8119769,-95.3741247
453,"Nov., 2008",2008/11,"Harris County, TX",48201,22,29.8119769,-95.3741247
469,"Dec., 2008",2008/12,"Harris County, TX",48201,19,29.8119769,-95.3741247
482,"Jan., 2009",2009/01,"Harris County, TX",48201,26,29.8119769,-95.3741247
491,"Feb., 2009",2009/02,"Harris County, TX",48201,22,29.8119769,-95.3741247
507,"Mar., 2009",2009/03,"Harris County, TX",48201,21,29.8119769,-95.3741247
523,"Apr., 2009",2009/04,"Harris County, TX",48201,31,29.8119769,-95.3741247
540,"May, 2009",2009/05,"Harris County, TX",48201,35,29.8119769,-95.3741247
557,"Jun., 2009",2009/06,"Harris County, TX",48201,31,29.8119769,-95.3741247
578,"Jul., 2009",2009/07,"Harris County, TX",48201,35,29.8119769,-95.3741247
595,"Aug., 2009",2009/08,"Harris County, TX",48201,39,29.8119769,-95.3741247
610,"Sep., 2009",2009/09,"Harris County, TX",48201,33,29.8119769,-95.3741247
625,"Oct., 2009",2009/10,"Harris County, TX",48201,22,29.8119769,-95.3741247
640,"Nov., 2009",2009/11,"Harris County, TX",48201,27,29.8119769,-95.3741247
655,"Dec., 2009",2009/12,"Harris County, TX",48201,21,29.8119769,-95.3741247
667,"Jan., 2010",2010/01,"Harris County, TX",48201,21,29.8119769,-95.3741247
676,"Feb., 2010",2010/02,"Harris County, TX",48201,28,29.8119769,-95.3741247
692,"Mar., 2010",2010/03,"Harris County, TX",48201,24,29.8119769,-95.3741247
710,"Apr., 2010",2010/04,"Harris County, TX",48201,19,29.8119769,-95.3741247
724,"May, 2010",2010/05,"Harris County, TX",48201,32,29.8119769,-95.3741247
742,"Jun., 2010",2010/06,"Harris County, TX",48201,21,29.8119769,-95.3741247
760,"Jul., 2010",2010/07,"Harris County, TX",48201,18,29.8119769,-95.3741247
778,"Aug., 2010",2010/08,"Harris County, TX",48201,16,29.8119769,-95.3741247
794,"Sep., 2010",2010/09,"Harris County, TX",48201,19,29.8119769,-95.3741247
807,"Oct., 2010",2010/10,"Harris County, TX",48201,27,29.8119769,-95.3741247
823,"Nov., 2010",2010/11,"Harris County, TX",48201,21,29.8119769,-95.3741247
839,"Dec., 2010",2010/12,"Harris County, TX",48201,22,29.8119769,-95.3741247
852,"Jan., 2011",2011/01,"Harris County, TX",48201,22,29.8119769,-95.3741247
862,"Feb., 2011",2011/02,"Harris County, TX",48201,20,29.8119769,-95.3741247
875,"Mar., 2011",2011/03,"Harris County, TX",48201,24,29.8119769,-95.3741247
891,"Apr., 2011",2011/04,"Harris County, TX",48201,11,29.8119769,-95.3741247
908,"May, 2011",2011/05,"Harris County, TX",48201,26,29.8119769,-95.3741247
923,"Jun., 2011",2011/06,"Harris County, TX",48201,18,29.8119769,-95.3741247
941,"Jul., 2011",2011/07,"Harris County, TX",48201,22,29.8119769,-95.3741247
959,"Aug., 2011",2011/08,"Harris County, TX",48201,23,29.8119769,-95.3741247
978,"Sep., 2011",2011/09,"Harris County, TX",48201,19,29.8119769,-95.3741247
992,"Oct., 2011",2011/10,"Harris County, TX",48201,19,29.8119769,-95.3741247
1005,"Nov., 2011",2011/11,"Harris County, TX",48201,29,29.8119769,-95.3741247
1016,"Dec., 2011",2011/12,"Harris County, TX",48201,10,29.8119769,-95.3741247
1033,"Jan., 2012",2012/01,"Harris County, TX",48201,15,29.8119769,-95.3741247
1043,"Feb., 2012",2012/02,"Harris County, TX",48201,21,29.8119769,-95.3741247
1059,"Mar., 2012",2012/03,"Harris County, TX",48201,27,29.8119769,-95.3741247
1074,"Apr., 2012",2012/04,"Harris County, TX",48201,13,29.8119769,-95.3741247
1091,"May, 2012",2012/05,"Harris County, TX",48201,20,29.8119769,-95.3741247
1110,"Jun., 2012",2012/06,"Harris County, TX",48201,28,29.8119769,-95.3741247
1130,"Jul., 2012",2012/07,"Harris County, TX",48201,27,29.8119769,-95.3741247
1147,"Aug., 2012",2012/08,"Harris County, TX",48201,21,29.8119769,-95.3741247
1167,"Sep., 2012",2012/09,"Harris County, TX",48201,19,29.8119769,-95.3741247
1180,"Oct., 2012",2012/10,"Harris County, TX",48201,16,29.8119769,-95.3741247
1198,"Nov., 2012",2012/11,"Harris County, TX",48201,21,29.8119769,-95.3741247
1213,"Dec., 2012",2012/12,"Harris County, TX",48201,30,29.8119769,-95.3741247
1229,"Jan., 2013",2013/01,"Harris County, TX",48201,15,29.8119769,-95.3741247
1241,"Feb., 2013",2013/02,"Harris County, TX",48201,20,29.8119769,-95.3741247
1257,"Mar., 2013",2013/03,"Harris County, TX",48201,21,29.8119769,-95.3741247
1272,"Apr., 2013",2013/04,"Harris County, TX",48201,27,29.8119769,-95.3741247
1285,"May, 2013",2013/05,"Harris County, TX",48201,29,29.8119769,-95.3741247
1301,"Jun., 2013",2013/06,"Harris County, TX",48201,25,29.8119769,-95.3741247
1321,"Jul., 2013",2013/07,"Harris County, TX",48201,24,29.8119769,-95.3741247
1341,"Aug., 2013",2013/08,"Harris County, TX",48201,21,29.8119769,-95.3741247
1356,"Sep., 2013",2013/09,"Harris County, TX",48201,33,29.8119769,-95.3741247
1373,"Oct., 2013",2013/10,"Harris County, TX",48201,16,29.8119769,-95.3741247
1391,"Nov., 2013",2013/11,"Harris County, TX",48201,25,29.8119769,-95.3741247
1407,"Dec., 2013",2013/12,"Harris County, TX",48201,27,29.8119769,-95.3741247
1419,"Jan., 2014",2014/01,"Harris County, TX",48201,21,29.8119769,-95.3741247
1429,"Feb., 2014",2014/02,"Harris County, TX",48201,11,29.8119769,-95.3741247
1441,"Mar., 2014",2014/03,"Harris County, TX",48201,20,29.8119769,-95.3741247
1455,"Apr., 2014",2014/04,"Harris County, TX",48201,16,29.8119769,-95.3741247
1473,"May, 2014",2014/05,"Harris County, TX",48201,20,29.8119769,-95.3741247
1491,"Jun., 2014",2014/06,"Harris County, TX",48201,22,29.8119769,-95.3741247
1505,"Jul., 2014",2014/07,"Harris County, TX",48201,32,29.8119769,-95.3741247
1519,"Aug., 2014",2014/08,"Harris County, TX",48201,21,29.8119769,-95.3741247
1536,"Sep., 2014",2014/09,"Harris County, TX",48201,23,29.8119769,-95.3741247
1554,"Oct., 2014",2014/10,"Harris County, TX",48201,18,29.8119769,-95.3741247
1568,"Nov., 2014",2014/11,"Harris County, TX",48201,23,29.8119769,-95.3741247
1586,"Dec., 2014",2014/12,"Harris County, TX",48201,39,29.8119769,-95.3741247
1605,"Jan., 2015",2015/01,"Harris County, TX",48201,28,29.8119769,-95.3741247
1618,"Feb., 2015",2015/02,"Harris County, TX",48201,25,29.8119769,-95.3741247
1635,"Mar., 2015",2015/03,"Harris County, TX",48201,38,29.8119769,-95.3741247
1648,"Apr., 2015",2015/04,"Harris County, TX",48201,30,29.8119769,-95.3741247
1670,"May, 2015",2015/05,"Harris County, TX",48201,28,29.8119769,-95.3741247
1695,"Jun., 2015",2015/06,"Harris County, TX",48201,31,29.8119769,-95.3741247
1724,"Jul., 2015",2015/07,"Harris County, TX",48201,29,29.8119769,-95.3741247
1749,"Aug., 2015",2015/08,"Harris County, TX",48201,42,29.8119769,-95.3741247
1774,"Sep., 2015",2015/09,"Harris County, TX",48201,21,29.8119769,-95.3741247
1798,"Oct., 2015",2015/10,"Harris County, TX",48201,30,29.8119769,-95.3741247
1821,"Nov., 2015",2015/11,"Harris County, TX",48201,41,29.8119769,-95.3741247
1843,"Dec., 2015",2015/12,"Harris County, TX",48201,26,29.8119769,-95.3741247
1861,"Jan., 2016",2016/01,"Harris County, TX",48201,28,29.8119769,-95.3741247
1873,"Feb., 2016",2016/02,"Harris County, TX",48201,25,29.8119769,-95.3741247
1892,"Mar., 2016",2016/03,"Harris County, TX",48201,29,29.8119769,-95.3741247
1911,"Apr., 2016",2016/04,"Harris County, TX",48201,17,29.8119769,-95.3741247
1935,"May, 2016",2016/05,"Harris County, TX",48201,39,29.8119769,-95.3741247
1962,"Jun., 2016",2016/06,"Harris County, TX",48201,34,29.8119769,-95.3741247
1988,"Jul., 2016",2016/07,"Harris County, TX",48201,35,29.8119769,-95.3741247
2020,"Aug., 2016",2016/08,"Harris County, TX",48201,28,29.8119769,-95.3741247
2044,"Sep., 2016",2016/09,"Harris County, TX",48201,37,29.8119769,-95.3741247
2069,"Oct., 2016",2016/10,"Harris County, TX",48201,23,29.8119769,-95.3741247
2096,"Nov., 2016",2016/11,"Harris County, TX",48201,23,29.8119769,-95.3741247
2120,"Dec., 2016",2016/12,"Harris County, TX",48201,34,29.8119769,-95.3741247
1572,"Dec., 2014",2014/12,"Hillsborough County, FL",12057,11,27.9184543,-82.3488057
1623,"Mar., 2015",2015/03,"Hillsborough County, FL",12057,13,27.9184543,-82.3488057
174,"Sep., 2007",2007/09,"Jackson County, MO",29095,11,40.6531945,-106.3447246
300,"Apr., 2008",2008/04,"Jackson County, MO",29095,10,40.6531945,-106.3447246
323,"May, 2008",2008/05,"Jackson County, MO",29095,11,40.6531945,-106.3447246
384,"Aug., 2008",2008/08,"Jackson County, MO",29095,21,40.6531945,-106.3447246
403,"Sep., 2008",2008/09,"Jackson County, MO",29095,18,40.6531945,-106.3447246
428,"Oct., 2008",2008/10,"Jackson County, MO",29095,10,40.6531945,-106.3447246
446,"Nov., 2008",2008/11,"Jackson County, MO",29095,12,40.6531945,-106.3447246
502,"Mar., 2009",2009/03,"Jackson County, MO",29095,12,40.6531945,-106.3447246
664,"Jan., 2010",2010/01,"Jackson County, MO",29095,11,40.6531945,-106.3447246
704,"Apr., 2010",2010/04,"Jackson County, MO",29095,10,40.6531945,-106.3447246
749,"Jul., 2010",2010/07,"Jackson County, MO",29095,12,40.6531945,-106.3447246
770,"Aug., 2010",2010/08,"Jackson County, MO",29095,12,40.6531945,-106.3447246
872,"Mar., 2011",2011/03,"Jackson County, MO",29095,10,40.6531945,-106.3447246
935,"Jul., 2011",2011/07,"Jackson County, MO",29095,11,40.6531945,-106.3447246
952,"Aug., 2011",2011/08,"Jackson County, MO",29095,12,40.6531945,-106.3447246
969,"Sep., 2011",2011/09,"Jackson County, MO",29095,10,40.6531945,-106.3447246
1002,"Nov., 2011",2011/11,"Jackson County, MO",29095,16,40.6531945,-106.3447246
1140,"Aug., 2012",2012/08,"Jackson County, MO",29095,11,40.6531945,-106.3447246
1161,"Sep., 2012",2012/09,"Jackson County, MO",29095,11,40.6531945,-106.3447246
1223,"Jan., 2013",2013/01,"Jackson County, MO",29095,12,40.6531945,-106.3447246
1296,"Jun., 2013",2013/06,"Jackson County, MO",29095,13,40.6531945,-106.3447246
1315,"Jul., 2013",2013/07,"Jackson County, MO",29095,10,40.6531945,-106.3447246
1350,"Sep., 2013",2013/09,"Jackson County, MO",29095,12,40.6531945,-106.3447246
1547,"Oct., 2014",2014/10,"Jackson County, MO",29095,11,40.6531945,-106.3447246
1712,"Jul., 2015",2015/07,"Jackson County, MO",29095,13,40.6531945,-106.3447246
1761,"Sep., 2015",2015/09,"Jackson County, MO",29095,21,40.6531945,-106.3447246
1834,"Dec., 2015",2015/12,"Jackson County, MO",29095,14,40.6531945,-106.3447246
1854,"Jan., 2016",2016/01,"Jackson County, MO",29095,14,40.6531945,-106.3447246
1979,"Jul., 2016",2016/07,"Jackson County, MO",29095,11,40.6531945,-106.3447246
2006,"Aug., 2016",2016/08,"Jackson County, MO",29095,10,40.6531945,-106.3447246
2034,"Sep., 2016",2016/09,"Jackson County, MO",29095,19,40.6531945,-106.3447246
2059,"Oct., 2016",2016/10,"Jackson County, MO",29095,13,40.6531945,-106.3447246
2087,"Nov., 2016",2016/11,"Jackson County, MO",29095,10,40.6531945,-106.3447246
2112,"Dec., 2016",2016/12,"Jackson County, MO",29095,13,40.6531945,-106.3447246
92,"Jun., 2007",2007/06,"Jefferson County, AL",1073,14,33.5228184,-86.9164513
112,"Jul., 2007",2007/07,"Jefferson County, AL",1073,18,33.5228184,-86.9164513
161,"Sep., 2007",2007/09,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
182,"Oct., 2007",2007/10,"Jefferson County, AL",1073,12,33.5228184,-86.9164513
202,"Nov., 2007",2007/11,"Jefferson County, AL",1073,12,33.5228184,-86.9164513
243,"Jan., 2008",2008/01,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
352,"Jul., 2008",2008/07,"Jefferson County, AL",1073,16,33.5228184,-86.9164513
391,"Sep., 2008",2008/09,"Jefferson County, AL",1073,12,33.5228184,-86.9164513
413,"Oct., 2008",2008/10,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
454,"Dec., 2008",2008/12,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
524,"May, 2009",2009/05,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
779,"Sep., 2010",2010/09,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
825,"Dec., 2010",2010/12,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
863,"Mar., 2011",2011/03,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
1092,"Jun., 2012",2012/06,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
1149,"Sep., 2012",2012/09,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
1182,"Nov., 2012",2012/11,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
1242,"Mar., 2013",2013/03,"Jefferson County, AL",1073,12,33.5228184,-86.9164513
1286,"Jun., 2013",2013/06,"Jefferson County, AL",1073,14,33.5228184,-86.9164513
1374,"Nov., 2013",2013/11,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
1607,"Feb., 2015",2015/02,"Jefferson County, AL",1073,12,33.5228184,-86.9164513
1619,"Mar., 2015",2015/03,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
1650,"May, 2015",2015/05,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
1697,"Jul., 2015",2015/07,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
1775,"Oct., 2015",2015/10,"Jefferson County, AL",1073,14,33.5228184,-86.9164513
1800,"Nov., 2015",2015/11,"Jefferson County, AL",1073,17,33.5228184,-86.9164513
1823,"Dec., 2015",2015/12,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
1844,"Jan., 2016",2016/01,"Jefferson County, AL",1073,12,33.5228184,-86.9164513
1862,"Feb., 2016",2016/02,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
1874,"Mar., 2016",2016/03,"Jefferson County, AL",1073,10,33.5228184,-86.9164513
1894,"Apr., 2016",2016/04,"Jefferson County, AL",1073,14,33.5228184,-86.9164513
1937,"Jun., 2016",2016/06,"Jefferson County, AL",1073,12,33.5228184,-86.9164513
2022,"Sep., 2016",2016/09,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
2046,"Oct., 2016",2016/10,"Jefferson County, AL",1073,12,33.5228184,-86.9164513
2097,"Dec., 2016",2016/12,"Jefferson County, AL",1073,11,33.5228184,-86.9164513
149,"Aug., 2007",2007/08,"Jefferson County, KY",21111,11,38.1787175,-85.664528
380,"Aug., 2008",2008/08,"Jefferson County, KY",21111,11,38.1787175,-85.664528
1116,"Jul., 2012",2012/07,"Jefferson County, KY",21111,10,38.1787175,-85.664528
1612,"Feb., 2015",2015/02,"Jefferson County, KY",21111,10,38.1787175,-85.664528
1707,"Jul., 2015",2015/07,"Jefferson County, KY",21111,10,38.1787175,-85.664528
1787,"Oct., 2015",2015/10,"Jefferson County, KY",21111,11,38.1787175,-85.664528
1882,"Mar., 2016",2016/03,"Jefferson County, KY",21111,11,38.1787175,-85.664528
2001,"Aug., 2016",2016/08,"Jefferson County, KY",21111,15,38.1787175,-85.664528
2081,"Nov., 2016",2016/11,"Jefferson County, KY",21111,11,38.1787175,-85.664528
2107,"Dec., 2016",2016/12,"Jefferson County, KY",21111,10,38.1787175,-85.664528
124,"Jul., 2007",2007/07,"Jefferson Parish, LA",22051,11,29.8502657,-90.1293894
424,"Oct., 2008",2008/10,"Jefferson Parish, LA",22051,13,29.8502657,-90.1293894
513,"Apr., 2009",2009/04,"Jefferson Parish, LA",22051,10,29.8502657,-90.1293894
532,"May, 2009",2009/05,"Jefferson Parish, LA",22051,13,29.8502657,-90.1293894
549,"Jun., 2009",2009/06,"Jefferson Parish, LA",22051,11,29.8502657,-90.1293894
883,"Apr., 2011",2011/04,"Jefferson Parish, LA",22051,12,29.8502657,-90.1293894
948,"Aug., 2011",2011/08,"Jefferson Parish, LA",22051,10,29.8502657,-90.1293894
1279,"May, 2013",2013/05,"Jefferson Parish, LA",22051,11,29.8502657,-90.1293894
1331,"Aug., 2013",2013/08,"Jefferson Parish, LA",22051,10,29.8502657,-90.1293894
494,"Mar., 2009",2009/03,"Kern County, CA",6029,10,35.3145701,-118.7538222
561,"Jul., 2009",2009/07,"Kern County, CA",6029,10,35.3145701,-118.7538222
1507,"Aug., 2014",2014/08,"Kern County, CA",6029,10,35.3145701,-118.7538222
1675,"Jun., 2015",2015/06,"Kern County, CA",6029,11,35.3145701,-118.7538222
1258,"Mar., 2013",2013/03,"King County, WA",53033,10,47.4873376,-121.8622122
1725,"Jul., 2015",2015/07,"King County, WA",53033,13,47.4873376,-121.8622122
64,"Apr., 2007",2007/04,"Kings County, NY",36047,10,40.64530975,-73.95502303
86,"May, 2007",2007/05,"Kings County, NY",36047,22,40.64530975,-73.95502303
107,"Jun., 2007",2007/06,"Kings County, NY",36047,18,40.64530975,-73.95502303
130,"Jul., 2007",2007/07,"Kings County, NY",36047,20,40.64530975,-73.95502303
176,"Sep., 2007",2007/09,"Kings County, NY",36047,15,40.64530975,-73.95502303
195,"Oct., 2007",2007/10,"Kings County, NY",36047,14,40.64530975,-73.95502303
220,"Nov., 2007",2007/11,"Kings County, NY",36047,16,40.64530975,-73.95502303
237,"Dec., 2007",2007/12,"Kings County, NY",36047,21,40.64530975,-73.95502303
268,"Feb., 2008",2008/02,"Kings County, NY",36047,11,40.64530975,-73.95502303
284,"Mar., 2008",2008/03,"Kings County, NY",36047,14,40.64530975,-73.95502303
346,"Jun., 2008",2008/06,"Kings County, NY",36047,10,40.64530975,-73.95502303
366,"Jul., 2008",2008/07,"Kings County, NY",36047,18,40.64530975,-73.95502303
387,"Aug., 2008",2008/08,"Kings County, NY",36047,11,40.64530975,-73.95502303
406,"Sep., 2008",2008/09,"Kings County, NY",36047,14,40.64530975,-73.95502303
429,"Oct., 2008",2008/10,"Kings County, NY",36047,14,40.64530975,-73.95502303
447,"Nov., 2008",2008/11,"Kings County, NY",36047,12,40.64530975,-73.95502303
465,"Dec., 2008",2008/12,"Kings County, NY",36047,17,40.64530975,-73.95502303
503,"Mar., 2009",2009/03,"Kings County, NY",36047,10,40.64530975,-73.95502303
518,"Apr., 2009",2009/04,"Kings County, NY",36047,11,40.64530975,-73.95502303
537,"May, 2009",2009/05,"Kings County, NY",36047,12,40.64530975,-73.95502303
553,"Jun., 2009",2009/06,"Kings County, NY",36047,10,40.64530975,-73.95502303
573,"Jul., 2009",2009/07,"Kings County, NY",36047,29,40.64530975,-73.95502303
592,"Aug., 2009",2009/08,"Kings County, NY",36047,14,40.64530975,-73.95502303
606,"Sep., 2009",2009/09,"Kings County, NY",36047,13,40.64530975,-73.95502303
