,Month,Month Code,County,County Code,Deaths,latitude,longitude,Population,
1883,"Mar., 2016",2016/03,"Orleans Parish, LA",22071,13,30.0801436,-89.9319134,"391,495",
1922,"May, 2016",2016/05,"Orleans Parish, LA",22071,11,30.0801436,-89.9319134,"391,495",
1949,"Jun., 2016",2016/06,"Orleans Parish, LA",22071,11,30.0801436,-89.9319134,"391,495",
1976,"Jul., 2016",2016/07,"Orleans Parish, LA",22071,19,30.0801436,-89.9319134,"391,495",
2002,"Aug., 2016",2016/08,"Orleans Parish, LA",22071,11,30.0801436,-89.9319134,"391,495",
2031,"Sep., 2016",2016/09,"Orleans Parish, LA",22071,12,30.0801436,-89.9319134,"391,495",
2056,"Oct., 2016",2016/10,"Orleans Parish, LA",22071,10,30.0801436,-89.9319134,"391,495",
2083,"Nov., 2016",2016/11,"Orleans Parish, LA",22071,14,30.0801436,-89.9319134,"391,495",
2108,"Dec., 2016",2016/12,"Orleans Parish, LA",22071,12,30.0801436,-89.9319134,"391,495",
1944,"Jun., 2016",2016/06,"Osceola County, FL",12097,11,28.0443842,-81.1437541,"391,495",
209,"Nov., 2007",2007/11,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,"1,265,000",
458,"Dec., 2008",2008/12,"Palm Beach County, FL",12099,11,26.6279798,-80.4494174,"1,270,000",
630,"Nov., 2009",2009/11,"Palm Beach County, FL",12099,11,26.6279798,-80.4494174,"1,280,000",
659,"Jan., 2010",2010/01,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,"1,324,000",
697,"Apr., 2010",2010/04,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,"1,324,000",
783,"Sep., 2010",2010/09,"Palm Beach County, FL",12099,15,26.6279798,-80.4494174,"1,324,000",
897,"May, 2011",2011/05,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,"1,338,000",
1361,"Oct., 2013",2013/10,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,"1,376,000",
1434,"Mar., 2014",2014/03,"Palm Beach County, FL",12099,11,26.6279798,-80.4494174,"1,399,000",
1702,"Jul., 2015",2015/07,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,"1,423,000",
1734,"Aug., 2015",2015/08,"Palm Beach County, FL",12099,11,26.6279798,-80.4494174,"1,423,000",
1808,"Nov., 2015",2015/11,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,"1,423,000",
1997,"Aug., 2016",2016/08,"Palm Beach County, FL",12099,12,26.6279798,-80.4494174,"1,443,810",
2103,"Dec., 2016",2016/12,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,"1,443,810",
15,"Jan., 2007",2007/01,"Philadelphia County, PA",42101,28,40.0114538,-75.1326504,"1,530,000",
33,"Feb., 2007",2007/02,"Philadelphia County, PA",42101,19,40.0114538,-75.1326504,"1,530,000",
48,"Mar., 2007",2007/03,"Philadelphia County, PA",42101,36,40.0114538,-75.1326504,"1,530,000",
67,"Apr., 2007",2007/04,"Philadelphia County, PA",42101,34,40.0114538,-75.1326504,"1,530,000",
88,"May, 2007",2007/05,"Philadelphia County, PA",42101,26,40.0114538,-75.1326504,"1,530,000",
108,"Jun., 2007",2007/06,"Philadelphia County, PA",42101,31,40.0114538,-75.1326504,"1,530,000",
132,"Jul., 2007",2007/07,"Philadelphia County, PA",42101,34,40.0114538,-75.1326504,"1,530,000",
157,"Aug., 2007",2007/08,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,"1,530,000",
177,"Sep., 2007",2007/09,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,530,000",
196,"Oct., 2007",2007/10,"Philadelphia County, PA",42101,30,40.0114538,-75.1326504,"1,530,000",
221,"Nov., 2007",2007/11,"Philadelphia County, PA",42101,27,40.0114538,-75.1326504,"1,530,000",
239,"Dec., 2007",2007/12,"Philadelphia County, PA",42101,16,40.0114538,-75.1326504,"1,530,000",
255,"Jan., 2008",2008/01,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,540,000",
269,"Feb., 2008",2008/02,"Philadelphia County, PA",42101,22,40.0114538,-75.1326504,"1,540,000",
286,"Mar., 2008",2008/03,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,540,000",
305,"Apr., 2008",2008/04,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,"1,540,000",
326,"May, 2008",2008/05,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,"1,540,000",
348,"Jun., 2008",2008/06,"Philadelphia County, PA",42101,31,40.0114538,-75.1326504,"1,540,000",
368,"Jul., 2008",2008/07,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,540,000",
388,"Aug., 2008",2008/08,"Philadelphia County, PA",42101,28,40.0114538,-75.1326504,"1,540,000",
408,"Sep., 2008",2008/09,"Philadelphia County, PA",42101,26,40.0114538,-75.1326504,"1,540,000",
431,"Oct., 2008",2008/10,"Philadelphia County, PA",42101,30,40.0114538,-75.1326504,"1,540,000",
450,"Nov., 2008",2008/11,"Philadelphia County, PA",42101,17,40.0114538,-75.1326504,"1,540,000",
466,"Dec., 2008",2008/12,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,540,000",
479,"Jan., 2009",2009/01,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,547,000",
489,"Feb., 2009",2009/02,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,"1,547,000",
504,"Mar., 2009",2009/03,"Philadelphia County, PA",42101,17,40.0114538,-75.1326504,"1,547,000",
520,"Apr., 2009",2009/04,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,547,000",
538,"May, 2009",2009/05,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,547,000",
554,"Jun., 2009",2009/06,"Philadelphia County, PA",42101,24,40.0114538,-75.1326504,"1,547,000",
574,"Jul., 2009",2009/07,"Philadelphia County, PA",42101,21,40.0114538,-75.1326504,"1,547,000",
593,"Aug., 2009",2009/08,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,547,000",
607,"Sep., 2009",2009/09,"Philadelphia County, PA",42101,27,40.0114538,-75.1326504,"1,547,000",
623,"Oct., 2009",2009/10,"Philadelphia County, PA",42101,27,40.0114538,-75.1326504,"1,547,000",
637,"Nov., 2009",2009/11,"Philadelphia County, PA",42101,24,40.0114538,-75.1326504,"1,547,000",
653,"Dec., 2009",2009/12,"Philadelphia County, PA",42101,15,40.0114538,-75.1326504,"1,547,000",
666,"Jan., 2010",2010/01,"Philadelphia County, PA",42101,13,40.0114538,-75.1326504,"1,528,000",
674,"Feb., 2010",2010/02,"Philadelphia County, PA",42101,14,40.0114538,-75.1326504,"1,528,000",
689,"Mar., 2010",2010/03,"Philadelphia County, PA",42101,28,40.0114538,-75.1326504,"1,528,000",
708,"Apr., 2010",2010/04,"Philadelphia County, PA",42101,22,40.0114538,-75.1326504,"1,528,000",
723,"May, 2010",2010/05,"Philadelphia County, PA",42101,24,40.0114538,-75.1326504,"1,528,000",
740,"Jun., 2010",2010/06,"Philadelphia County, PA",42101,24,40.0114538,-75.1326504,"1,528,000",
757,"Jul., 2010",2010/07,"Philadelphia County, PA",42101,25,40.0114538,-75.1326504,"1,528,000",
776,"Aug., 2010",2010/08,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,528,000",
791,"Sep., 2010",2010/09,"Philadelphia County, PA",42101,30,40.0114538,-75.1326504,"1,528,000",
805,"Oct., 2010",2010/10,"Philadelphia County, PA",42101,21,40.0114538,-75.1326504,"1,528,000",
820,"Nov., 2010",2010/11,"Philadelphia County, PA",42101,10,40.0114538,-75.1326504,"1,528,000",
836,"Dec., 2010",2010/12,"Philadelphia County, PA",42101,17,40.0114538,-75.1326504,"1,528,000",
851,"Jan., 2011",2011/01,"Philadelphia County, PA",42101,21,40.0114538,-75.1326504,"1,539,000",
860,"Feb., 2011",2011/02,"Philadelphia County, PA",42101,24,40.0114538,-75.1326504,"1,539,000",
874,"Mar., 2011",2011/03,"Philadelphia County, PA",42101,16,40.0114538,-75.1326504,"1,539,000",
889,"Apr., 2011",2011/04,"Philadelphia County, PA",42101,22,40.0114538,-75.1326504,"1,539,000",
905,"May, 2011",2011/05,"Philadelphia County, PA",42101,22,40.0114538,-75.1326504,"1,539,000",
921,"Jun., 2011",2011/06,"Philadelphia County, PA",42101,26,40.0114538,-75.1326504,"1,539,000",
938,"Jul., 2011",2011/07,"Philadelphia County, PA",42101,29,40.0114538,-75.1326504,"1,539,000",
957,"Aug., 2011",2011/08,"Philadelphia County, PA",42101,13,40.0114538,-75.1326504,"1,539,000",
976,"Sep., 2011",2011/09,"Philadelphia County, PA",42101,30,40.0114538,-75.1326504,"1,539,000",
990,"Oct., 2011",2011/10,"Philadelphia County, PA",42101,33,40.0114538,-75.1326504,"1,539,000",
1003,"Nov., 2011",2011/11,"Philadelphia County, PA",42101,22,40.0114538,-75.1326504,"1,539,000",
1013,"Dec., 2011",2011/12,"Philadelphia County, PA",42101,26,40.0114538,-75.1326504,"1,539,000",
1030,"Jan., 2012",2012/01,"Philadelphia County, PA",42101,29,40.0114538,-75.1326504,"1,550,000",
1041,"Feb., 2012",2012/02,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,550,000",
1056,"Mar., 2012",2012/03,"Philadelphia County, PA",42101,24,40.0114538,-75.1326504,"1,550,000",
1070,"Apr., 2012",2012/04,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,550,000",
1089,"May, 2012",2012/05,"Philadelphia County, PA",42101,33,40.0114538,-75.1326504,"1,550,000",
1107,"Jun., 2012",2012/06,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,"1,550,000",
1127,"Jul., 2012",2012/07,"Philadelphia County, PA",42101,26,40.0114538,-75.1326504,"1,550,000",
1144,"Aug., 2012",2012/08,"Philadelphia County, PA",42101,28,40.0114538,-75.1326504,"1,550,000",
1164,"Sep., 2012",2012/09,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,550,000",
1177,"Oct., 2012",2012/10,"Philadelphia County, PA",42101,26,40.0114538,-75.1326504,"1,550,000",
1195,"Nov., 2012",2012/11,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,550,000",
1210,"Dec., 2012",2012/12,"Philadelphia County, PA",42101,27,40.0114538,-75.1326504,"1,550,000",
1226,"Jan., 2013",2013/01,"Philadelphia County, PA",42101,15,40.0114538,-75.1326504,"1,556,000",
1239,"Feb., 2013",2013/02,"Philadelphia County, PA",42101,11,40.0114538,-75.1326504,"1,556,000",
1254,"Mar., 2013",2013/03,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,556,000",
1269,"Apr., 2013",2013/04,"Philadelphia County, PA",42101,22,40.0114538,-75.1326504,"1,556,000",
1283,"May, 2013",2013/05,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,556,000",
1299,"Jun., 2013",2013/06,"Philadelphia County, PA",42101,14,40.0114538,-75.1326504,"1,556,000",
1318,"Jul., 2013",2013/07,"Philadelphia County, PA",42101,25,40.0114538,-75.1326504,"1,556,000",
1337,"Aug., 2013",2013/08,"Philadelphia County, PA",42101,17,40.0114538,-75.1326504,"1,556,000",
1354,"Sep., 2013",2013/09,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,556,000",
1371,"Oct., 2013",2013/10,"Philadelphia County, PA",42101,15,40.0114538,-75.1326504,"1,556,000",
1387,"Nov., 2013",2013/11,"Philadelphia County, PA",42101,11,40.0114538,-75.1326504,"1,556,000",
1404,"Dec., 2013",2013/12,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,556,000",
1417,"Jan., 2014",2014/01,"Philadelphia County, PA",42101,22,40.0114538,-75.1326504,"1,561,000",
1427,"Feb., 2014",2014/02,"Philadelphia County, PA",42101,19,40.0114538,-75.1326504,"1,561,000",
1439,"Mar., 2014",2014/03,"Philadelphia County, PA",42101,14,40.0114538,-75.1326504,"1,561,000",
1452,"Apr., 2014",2014/04,"Philadelphia County, PA",42101,10,40.0114538,-75.1326504,"1,561,000",
1470,"May, 2014",2014/05,"Philadelphia County, PA",42101,21,40.0114538,-75.1326504,"1,561,000",
1488,"Jun., 2014",2014/06,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,561,000",
1503,"Jul., 2014",2014/07,"Philadelphia County, PA",42101,19,40.0114538,-75.1326504,"1,561,000",
1515,"Aug., 2014",2014/08,"Philadelphia County, PA",42101,19,40.0114538,-75.1326504,"1,561,000",
1534,"Sep., 2014",2014/09,"Philadelphia County, PA",42101,24,40.0114538,-75.1326504,"1,561,000",
1552,"Oct., 2014",2014/10,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,"1,561,000",
1565,"Nov., 2014",2014/11,"Philadelphia County, PA",42101,10,40.0114538,-75.1326504,"1,561,000",
1582,"Dec., 2014",2014/12,"Philadelphia County, PA",42101,11,40.0114538,-75.1326504,"1,561,000",
1602,"Jan., 2015",2015/01,"Philadelphia County, PA",42101,25,40.0114538,-75.1326504,"1,565,000",
1616,"Feb., 2015",2015/02,"Philadelphia County, PA",42101,17,40.0114538,-75.1326504,"1,565,000",
1632,"Mar., 2015",2015/03,"Philadelphia County, PA",42101,19,40.0114538,-75.1326504,"1,565,000",
1666,"May, 2015",2015/05,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,"1,565,000",
1691,"Jun., 2015",2015/06,"Philadelphia County, PA",42101,19,40.0114538,-75.1326504,"1,565,000",
1721,"Jul., 2015",2015/07,"Philadelphia County, PA",42101,27,40.0114538,-75.1326504,"1,565,000",
1746,"Aug., 2015",2015/08,"Philadelphia County, PA",42101,21,40.0114538,-75.1326504,"1,565,000",
1770,"Sep., 2015",2015/09,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,565,000",
1795,"Oct., 2015",2015/10,"Philadelphia County, PA",42101,27,40.0114538,-75.1326504,"1,565,000",
1819,"Nov., 2015",2015/11,"Philadelphia County, PA",42101,21,40.0114538,-75.1326504,"1,565,000",
1840,"Dec., 2015",2015/12,"Philadelphia County, PA",42101,25,40.0114538,-75.1326504,"1,565,000",
1858,"Jan., 2016",2016/01,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,"1,568,000",
1870,"Feb., 2016",2016/02,"Philadelphia County, PA",42101,15,40.0114538,-75.1326504,"1,568,000",
1888,"Mar., 2016",2016/03,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,"1,568,000",
1907,"Apr., 2016",2016/04,"Philadelphia County, PA",42101,26,40.0114538,-75.1326504,"1,568,000",
1931,"May, 2016",2016/05,"Philadelphia County, PA",42101,12,40.0114538,-75.1326504,"1,568,000",
1958,"Jun., 2016",2016/06,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,568,000",
1985,"Jul., 2016",2016/07,"Philadelphia County, PA",42101,30,40.0114538,-75.1326504,"1,568,000",
2016,"Aug., 2016",2016/08,"Philadelphia County, PA",42101,28,40.0114538,-75.1326504,"1,568,000",
2040,"Sep., 2016",2016/09,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,568,000",
2065,"Oct., 2016",2016/10,"Philadelphia County, PA",42101,24,40.0114538,-75.1326504,"1,568,000",
2092,"Nov., 2016",2016/11,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,"1,568,000",
2116,"Dec., 2016",2016/12,"Philadelphia County, PA",42101,16,40.0114538,-75.1326504,"1,568,000",
437,"Nov., 2008",2008/11,"Pima County, AZ",4019,11,32.1112624,-111.6546163,"1,010,000",
763,"Aug., 2010",2010/08,"Pima County, AZ",4019,11,32.1112624,-111.6546163,"981,870",
9,"Jan., 2007",2007/01,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"832,699",
44,"Mar., 2007",2007/03,"Prince George's County, MD",24033,14,38.803929,-76.8518695,"832,699",
61,"Apr., 2007",2007/04,"Prince George's County, MD",24033,13,38.803929,-76.8518695,"832,699",
126,"Jul., 2007",2007/07,"Prince George's County, MD",24033,11,38.803929,-76.8518695,"832,699",
151,"Aug., 2007",2007/08,"Prince George's County, MD",24033,12,38.803929,-76.8518695,"832,699",
214,"Nov., 2007",2007/11,"Prince George's County, MD",24033,11,38.803929,-76.8518695,"832,699",
281,"Mar., 2008",2008/03,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"830,514",
298,"Apr., 2008",2008/04,"Prince George's County, MD",24033,12,38.803929,-76.8518695,"830,514",
320,"May, 2008",2008/05,"Prince George's County, MD",24033,12,38.803929,-76.8518695,"830,514",
341,"Jun., 2008",2008/06,"Prince George's County, MD",24033,11,38.803929,-76.8518695,"830,514",
400,"Sep., 2008",2008/09,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"830,514",
443,"Nov., 2008",2008/11,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"830,514",
734,"Jun., 2010",2010/06,"Prince George's County, MD",24033,14,38.803929,-76.8518695,"865,912",
767,"Aug., 2010",2010/08,"Prince George's County, MD",24033,12,38.803929,-76.8518695,"865,912",
786,"Sep., 2010",2010/09,"Prince George's County, MD",24033,11,38.803929,-76.8518695,"865,912",
847,"Jan., 2011",2011/01,"Prince George's County, MD",24033,13,38.803929,-76.8518695,"875,277",
899,"May, 2011",2011/05,"Prince George's County, MD",24033,11,38.803929,-76.8518695,"875,277",
999,"Nov., 2011",2011/11,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"875,277",
1235,"Feb., 2013",2013/02,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"892,941",
1684,"Jun., 2015",2015/06,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"909,535",
1923,"May, 2016",2016/05,"Prince George's County, MD",24033,11,38.803929,-76.8518695,"912,756",
2003,"Aug., 2016",2016/08,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"912,756",
2084,"Nov., 2016",2016/11,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"912,756",
2109,"Dec., 2016",2016/12,"Prince George's County, MD",24033,10,38.803929,-76.8518695,"912,756",
2072,"Nov., 2016",2016/11,"Pulaski County, AR",5119,12,34.7550166,-92.3003472,"393,250",
673,"Feb., 2010",2010/02,"Queens County, NY",36081,10,40.6524927,-73.79142142,"2,236,000",
74,"May, 2007",2007/05,"Riverside County, CA",6065,11,33.7219991,-116.0372472,"2,056,000",
313,"May, 2008",2008/05,"Riverside County, CA",6065,15,33.7219991,-116.0372472,"2,088,000",
713,"May, 2010",2010/05,"Riverside County, CA",6065,10,33.7219991,-116.0372472,"2,202,000",
797,"Oct., 2010",2010/10,"Riverside County, CA",6065,11,33.7219991,-116.0372472,"2,202,000",
1020,"Jan., 2012",2012/01,"Riverside County, CA",6065,12,33.7219991,-116.0372472,"2,268,000",
1216,"Jan., 2013",2013/01,"Riverside County, CA",6065,10,33.7219991,-116.0372472,"2,296,000",
1289,"Jun., 2013",2013/06,"Riverside County, CA",6065,13,33.7219991,-116.0372472,"2,296,000",
1305,"Jul., 2013",2013/07,"Riverside County, CA",6065,13,33.7219991,-116.0372472,"2,296,000",
1495,"Jul., 2014",2014/07,"Riverside County, CA",6065,10,33.7219991,-116.0372472,"2,328,000",
1638,"Apr., 2015",2015/04,"Riverside County, CA",6065,13,33.7219991,-116.0372472,"2,361,000",
1779,"Oct., 2015",2015/10,"Riverside County, CA",6065,12,33.7219991,-116.0372472,"2,361,000",
1826,"Dec., 2015",2015/12,"Riverside County, CA",6065,13,33.7219991,-116.0372472,"2,361,000",
1967,"Jul., 2016",2016/07,"Riverside County, CA",6065,11,33.7219991,-116.0372472,"2,387,741",
1993,"Aug., 2016",2016/08,"Riverside County, CA",6065,12,33.7219991,-116.0372472,"2,387,741",
2075,"Nov., 2016",2016/11,"Riverside County, CA",6065,11,33.7219991,-116.0372472,"2,387,741",
3,"Jan., 2007",2007/01,"Sacramento County, CA",6067,12,38.4732259,-121.2980707,"1,374,000",
22,"Feb., 2007",2007/02,"Sacramento County, CA",6067,10,38.4732259,-121.2980707,"1,374,000",
613,"Oct., 2009",2009/10,"Sacramento County, CA",6067,10,38.4732259,-121.2980707,"1,401,000",
680,"Mar., 2010",2010/03,"Sacramento County, CA",6067,10,38.4732259,-121.2980707,"1,422,000",
1096,"Jun., 2012",2012/06,"Sacramento County, CA",6067,10,38.4732259,-121.2980707,"1,448,000",
1275,"May, 2013",2013/05,"Sacramento County, CA",6067,10,38.4732259,-121.2980707,"1,462,000",
1653,"May, 2015",2015/05,"Sacramento County, CA",6067,10,38.4732259,-121.2980707,"1,501,000",
1677,"Jun., 2015",2015/06,"Sacramento County, CA",6067,13,38.4732259,-121.2980707,"1,501,000",
1780,"Oct., 2015",2015/10,"Sacramento County, CA",6067,10,38.4732259,-121.2980707,"1,501,000",
23,"Feb., 2007",2007/02,"San Bernardino County, CA",6071,11,34.8253019,-116.0833144,"1,993,000",
38,"Mar., 2007",2007/03,"San Bernardino County, CA",6071,13,34.8253019,-116.0833144,"1,993,000",
55,"Apr., 2007",2007/04,"San Bernardino County, CA",6071,16,34.8253019,-116.0833144,"1,993,000",
96,"Jun., 2007",2007/06,"San Bernardino County, CA",6071,22,34.8253019,-116.0833144,"1,993,000",
116,"Jul., 2007",2007/07,"San Bernardino County, CA",6071,14,34.8253019,-116.0833144,"1,993,000",
142,"Aug., 2007",2007/08,"San Bernardino County, CA",6071,13,34.8253019,-116.0833144,"1,993,000",
228,"Dec., 2007",2007/12,"San Bernardino County, CA",6071,12,34.8253019,-116.0833144,"1,993,000",
246,"Jan., 2008",2008/01,"San Bernardino County, CA",6071,15,34.8253019,-116.0833144,"2,005,000",
333,"Jun., 2008",2008/06,"San Bernardino County, CA",6071,13,34.8253019,-116.0833144,"2,005,000",
496,"Mar., 2009",2009/03,"San Bernardino County, CA",6071,13,34.8253019,-116.0833144,"2,018,000",
527,"May, 2009",2009/05,"San Bernardino County, CA",6071,10,34.8253019,-116.0833144,"2,018,000",
643,"Dec., 2009",2009/12,"San Bernardino County, CA",6071,13,34.8253019,-116.0833144,"2,018,000",
811,"Nov., 2010",2010/11,"San Bernardino County, CA",6071,10,34.8253019,-116.0833144,"2,042,000",
878,"Apr., 2011",2011/04,"San Bernardino County, CA",6071,11,34.8253019,-116.0833144,"2,064,000",
982,"Oct., 2011",2011/10,"San Bernardino County, CA",6071,10,34.8253019,-116.0833144,"2,064,000",
1047,"Mar., 2012",2012/03,"San Bernardino County, CA",6071,10,34.8253019,-116.0833144,"2,080,000",
1077,"May, 2012",2012/05,"San Bernardino County, CA",6071,17,34.8253019,-116.0833144,"2,080,000",
1133,"Aug., 2012",2012/08,"San Bernardino County, CA",6071,13,34.8253019,-116.0833144,"2,080,000",
1186,"Nov., 2012",2012/11,"San Bernardino County, CA",6071,12,34.8253019,-116.0833144,"2,080,000",
1261,"Apr., 2013",2013/04,"San Bernardino County, CA",6071,12,34.8253019,-116.0833144,"2,092,000",
1306,"Jul., 2013",2013/07,"San Bernardino County, CA",6071,11,34.8253019,-116.0833144,"2,092,000",
1458,"May, 2014",2014/05,"San Bernardino County, CA",6071,10,34.8253019,-116.0833144,"2,110,000",
1476,"Jun., 2014",2014/06,"San Bernardino County, CA",6071,14,34.8253019,-116.0833144,"2,110,000",
1622,"Mar., 2015",2015/03,"San Bernardino County, CA",6071,10,34.8253019,-116.0833144,"2,128,000",
1730,"Aug., 2015",2015/08,"San Bernardino County, CA",6071,10,34.8253019,-116.0833144,"2,128,000",
1827,"Dec., 2015",2015/12,"San Bernardino County, CA",6071,24,34.8253019,-116.0833144,"2,128,000",
1877,"Mar., 2016",2016/03,"San Bernardino County, CA",6071,16,34.8253019,-116.0833144,"2,035,210",
1897,"Apr., 2016",2016/04,"San Bernardino County, CA",6071,11,34.8253019,-116.0833144,"2,035,210",
1916,"May, 2016",2016/05,"San Bernardino County, CA",6071,11,34.8253019,-116.0833144,"2,035,210",
1940,"Jun., 2016",2016/06,"San Bernardino County, CA",6071,11,34.8253019,-116.0833144,"2,035,210",
1968,"Jul., 2016",2016/07,"San Bernardino County, CA",6071,17,34.8253019,-116.0833144,"2,035,210",
1994,"Aug., 2016",2016/08,"San Bernardino County, CA",6071,12,34.8253019,-116.0833144,"2,035,210",
2076,"Nov., 2016",2016/11,"San Bernardino County, CA",6071,12,34.8253019,-116.0833144,"2,035,210",
75,"May, 2007",2007/05,"San Diego County, CA",6073,12,32.9637838,-116.7706277,"2,976,000",
117,"Jul., 2007",2007/07,"San Diego County, CA",6073,10,32.9637838,-116.7706277,"2,976,000",
694,"Apr., 2010",2010/04,"San Diego County, CA",6073,10,32.9637838,-116.7706277,"3,104,000",
879,"Apr., 2011",2011/04,"San Diego County, CA",6073,11,32.9637838,-116.7706277,"3,142,000",
1654,"May, 2015",2015/05,"San Diego County, CA",6073,10,32.9637838,-116.7706277,"3,300,000",
1803,"Nov., 2015",2015/11,"San Diego County, CA",6073,10,32.9637838,-116.7706277,"3,300,000",
395,"Sep., 2008",2008/09,"San Francisco County, CA",6075,14,37.781555,-122.39399,"808,001",
911,"Jun., 2011",2011/06,"San Joaquin County, CA",6077,12,37.9372901,-121.2773719,"695,432",
962,"Sep., 2011",2011/09,"San Joaquin County, CA",6077,11,37.9372901,-121.2773719,"695,432",
995,"Nov., 2011",2011/11,"San Joaquin County, CA",6077,11,37.9372901,-121.2773719,"695,432",
1048,"Mar., 2012",2012/03,"San Joaquin County, CA",6077,12,37.9372901,-121.2773719,"701,464",
1113,"Jul., 2012",2012/07,"San Joaquin County, CA",6077,10,37.9372901,-121.2773719,"701,464",
1170,"Oct., 2012",2012/10,"San Joaquin County, CA",6077,10,37.9372901,-121.2773719,"701,464",
16,"Jan., 2007",2007/01,"Shelby County, TN",47157,15,35.1782557,-89.8739775,"919,964",
49,"Mar., 2007",2007/03,"Shelby County, TN",47157,12,35.1782557,-89.8739775,"919,964",
68,"Apr., 2007",2007/04,"Shelby County, TN",47157,12,35.1782557,-89.8739775,"919,964",
89,"May, 2007",2007/05,"Shelby County, TN",47157,13,35.1782557,-89.8739775,"919,964",
109,"Jun., 2007",2007/06,"Shelby County, TN",47157,17,35.1782557,-89.8739775,"919,964",
133,"Jul., 2007",2007/07,"Shelby County, TN",47157,17,35.1782557,-89.8739775,"919,964",
197,"Oct., 2007",2007/10,"Shelby County, TN",47157,13,35.1782557,-89.8739775,"919,964",
240,"Dec., 2007",2007/12,"Shelby County, TN",47157,13,35.1782557,-89.8739775,"919,964",
256,"Jan., 2008",2008/01,"Shelby County, TN",47157,14,35.1782557,-89.8739775,"919,137",
270,"Feb., 2008",2008/02,"Shelby County, TN",47157,10,35.1782557,-89.8739775,"919,137",
287,"Mar., 2008",2008/03,"Shelby County, TN",47157,13,35.1782557,-89.8739775,"919,137",
306,"Apr., 2008",2008/04,"Shelby County, TN",47157,10,35.1782557,-89.8739775,"919,137",
369,"Jul., 2008",2008/07,"Shelby County, TN",47157,17,35.1782557,-89.8739775,"919,137",
451,"Nov., 2008",2008/11,"Shelby County, TN",47157,18,35.1782557,-89.8739775,"919,137",
467,"Dec., 2008",2008/12,"Shelby County, TN",47157,13,35.1782557,-89.8739775,"919,137",
480,"Jan., 2009",2009/01,"Shelby County, TN",47157,10,35.1782557,-89.8739775,"920,232",
505,"Mar., 2009",2009/03,"Shelby County, TN",47157,13,35.1782557,-89.8739775,"920,232",
521,"Apr., 2009",2009/04,"Shelby County, TN",47157,10,35.1782557,-89.8739775,"920,232",
555,"Jun., 2009",2009/06,"Shelby County, TN",47157,10,35.1782557,-89.8739775,"920,232",
576,"Jul., 2009",2009/07,"Shelby County, TN",47157,16,35.1782557,-89.8739775,"920,232",
594,"Aug., 2009",2009/08,"Shelby County, TN",47157,13,35.1782557,-89.8739775,"920,232",
